paro;paro_sector;id_tiempo;id_ubicacion;Fecha
38;1;                                             ;;2014/06/11 10:40:48.465
111;1;                                             ;;2014/06/11 10:40:48.465
27;1;                                             ;;2014/06/11 10:40:48.465
346;1;                                             ;;2014/06/11 10:40:48.465
16;1;                                             ;;2014/06/11 10:40:48.465
4;1;                                             ;;2014/06/11 10:40:48.465
1290;1;                                             ;;2014/06/11 10:40:48.465
172;1;                                             ;;2014/06/11 10:40:48.465
82;1;                                             ;;2014/06/11 10:40:48.465
40;1;                                             ;;2014/06/11 10:40:48.465
6;1;                                             ;;2014/06/11 10:40:48.465
265;1;                                             ;;2014/06/11 10:40:48.465
54;1;                                             ;;2014/06/11 10:40:48.465
351;1;                                             ;;2014/06/11 10:40:48.465
561;1;                                             ;;2014/06/11 10:40:48.465
89;1;                                             ;;2014/06/11 10:40:48.465
3;1;                                             ;;2014/06/11 10:40:48.465
106;1;                                             ;;2014/06/11 10:40:48.465
6;1;                                             ;;2014/06/11 10:40:48.465
112;1;                                             ;;2014/06/11 10:40:48.465
39;1;                                             ;;2014/06/11 10:40:48.465
69;1;                                             ;;2014/06/11 10:40:48.465
105;1;                                             ;;2014/06/11 10:40:48.465
341;1;                                             ;;2014/06/11 10:40:48.465
46;1;                                             ;;2014/06/11 10:40:48.465
10;1;                                             ;;2014/06/11 10:40:48.465
6;1;                                             ;;2014/06/11 10:40:48.465
960;1;                                             ;;2014/06/11 10:40:48.465
130;1;                                             ;;2014/06/11 10:40:48.465
120;1;                                             ;;2014/06/11 10:40:48.465
162;1;                                             ;;2014/06/11 10:40:48.465
57;1;                                             ;;2014/06/11 10:40:48.465
45;1;                                             ;;2014/06/11 10:40:48.465
41;1;                                             ;;2014/06/11 10:40:48.465
117;1;                                             ;;2014/06/11 10:40:48.465
68;1;                                             ;;2014/06/11 10:40:48.465
100;1;                                             ;;2014/06/11 10:40:48.465
45;1;                                             ;;2014/06/11 10:40:48.465
79;1;                                             ;;2014/06/11 10:40:48.465
949;1;                                             ;;2014/06/11 10:40:48.465
55;1;                                             ;;2014/06/11 10:40:48.465
13;1;                                             ;;2014/06/11 10:40:48.465
61;1;                                             ;;2014/06/11 10:40:48.465
3;1;                                             ;;2014/06/11 10:40:48.465
101;1;                                             ;;2014/06/11 10:40:48.465
50;1;                                             ;;2014/06/11 10:40:48.465
112;1;                                             ;;2014/06/11 10:40:48.465
1;1;                                             ;;2014/06/11 10:40:48.465
126;1;                                             ;;2014/06/11 10:40:48.465
8;1;                                             ;;2014/06/11 10:40:48.465
117;1;                                             ;;2014/06/11 10:40:48.465
51;1;                                             ;;2014/06/11 10:40:48.465
56;1;                                             ;;2014/06/11 10:40:48.465
112;1;                                             ;;2014/06/11 10:40:48.465
10;1;                                             ;;2014/06/11 10:40:48.465
8;1;                                             ;;2014/06/11 10:40:48.465
126;1;                                             ;;2014/06/11 10:40:48.465
4;1;                                             ;;2014/06/11 10:40:48.465
245;1;                                             ;;2014/06/11 10:40:48.465
32;1;                                             ;;2014/06/11 10:40:48.465
16;1;                                             ;;2014/06/11 10:40:48.465
17;1;                                             ;;2014/06/11 10:40:48.465
2;1;                                             ;;2014/06/11 10:40:48.465
103;1;                                             ;;2014/06/11 10:40:48.465
153;1;                                             ;;2014/06/11 10:40:48.465
20;1;                                             ;;2014/06/11 10:40:48.465
12;1;                                             ;;2014/06/11 10:40:48.465
19;1;                                             ;;2014/06/11 10:40:48.465
98;1;                                             ;;2014/06/11 10:40:48.465
50;1;                                             ;;2014/06/11 10:40:48.465
55;1;                                             ;;2014/06/11 10:40:48.465
0;1;                                             ;;2014/06/11 10:40:48.465
1259;1;                                             ;;2014/06/11 10:40:48.465
29;1;                                             ;;2014/06/11 10:40:48.465
17;1;                                             ;;2014/06/11 10:40:48.465
12;1;                                             ;;2014/06/11 10:40:48.465
13;1;                                             ;;2014/06/11 10:40:48.465
14;1;                                             ;;2014/06/11 10:40:48.465
79;1;                                             ;;2014/06/11 10:40:48.465
1;1;                                             ;;2014/06/11 10:40:48.465
44;1;                                             ;;2014/06/11 10:40:48.465
92;1;                                             ;;2014/06/11 10:40:48.465
5;1;                                             ;;2014/06/11 10:40:48.465
4;1;                                             ;;2014/06/11 10:40:48.465
7;1;                                             ;;2014/06/11 10:40:48.465
2;1;                                             ;;2014/06/11 10:40:48.465
37;1;                                             ;;2014/06/11 10:40:48.465
34;1;                                             ;;2014/06/11 10:40:48.465
9;1;                                             ;;2014/06/11 10:40:48.465
252;1;                                             ;;2014/06/11 10:40:48.465
19;1;                                             ;;2014/06/11 10:40:48.465
24;1;                                             ;;2014/06/11 10:40:48.465
27;1;                                             ;;2014/06/11 10:40:48.465
179;1;                                             ;;2014/06/11 10:40:48.465
194;1;                                             ;;2014/06/11 10:40:48.465
15;1;                                             ;;2014/06/11 10:40:48.465
27;1;                                             ;;2014/06/11 10:40:48.465
26;1;                                             ;;2014/06/11 10:40:48.465
8;1;                                             ;;2014/06/11 10:40:48.465
7;1;                                             ;;2014/06/11 10:40:48.465
198;1;                                             ;;2014/06/11 10:40:48.465
37;1;                                             ;;2014/06/11 10:40:48.465
12;1;                                             ;;2014/06/11 10:40:48.465
46;1;                                             ;;2014/06/11 10:40:48.465
122;1;                                             ;;2014/06/11 10:40:48.465
118;1;                                             ;;2014/06/11 10:40:48.465
158;1;                                             ;;2014/06/11 10:40:48.465
406;1;                                             ;;2014/06/11 10:40:48.465
46;1;                                             ;;2014/06/11 10:40:48.465
56;1;                                             ;;2014/06/11 10:40:48.465
3;1;                                             ;;2014/06/11 10:40:48.465
49;1;                                             ;;2014/06/11 10:40:48.465
8;1;                                             ;;2014/06/11 10:40:48.465
5;1;                                             ;;2014/06/11 10:40:48.465
5;1;                                             ;;2014/06/11 10:40:48.465
2;1;                                             ;;2014/06/11 10:40:48.465
5;1;                                             ;;2014/06/11 10:40:48.465
97;1;                                             ;;2014/06/11 10:40:48.465
52;1;                                             ;;2014/06/11 10:40:48.465
3;1;                                             ;;2014/06/11 10:40:48.465
83;1;                                             ;;2014/06/11 10:40:48.465
9;1;                                             ;;2014/06/11 10:40:48.465
13;1;                                             ;;2014/06/11 10:40:48.465
5;1;                                             ;;2014/06/11 10:40:48.465
43;1;                                             ;;2014/06/11 10:40:48.465
21;1;                                             ;;2014/06/11 10:40:48.465
2;1;                                             ;;2014/06/11 10:40:48.465
2;1;                                             ;;2014/06/11 10:40:48.465
3;1;                                             ;;2014/06/11 10:40:48.465
57;1;                                             ;;2014/06/11 10:40:48.465
9;1;                                             ;;2014/06/11 10:40:48.465
1;1;                                             ;;2014/06/11 10:40:48.465
171;1;                                             ;;2014/06/11 10:40:48.465
5;1;                                             ;;2014/06/11 10:40:48.465
5;1;                                             ;;2014/06/11 10:40:48.465
15;1;                                             ;;2014/06/11 10:40:48.465
7;1;                                             ;;2014/06/11 10:40:48.465
88;1;                                             ;;2014/06/11 10:40:48.465
15;1;                                             ;;2014/06/11 10:40:48.465
2;1;                                             ;;2014/06/11 10:40:48.465
2;1;                                             ;;2014/06/11 10:40:48.465
77;1;                                             ;;2014/06/11 10:40:48.465
2;1;                                             ;;2014/06/11 10:40:48.465
27;1;                                             ;;2014/06/11 10:40:48.465
51;1;                                             ;;2014/06/11 10:40:48.465
136;1;                                             ;;2014/06/11 10:40:48.465
203;1;                                             ;;2014/06/11 10:40:48.465
2;1;                                             ;;2014/06/11 10:40:48.465
6;1;                                             ;;2014/06/11 10:40:48.465
78;1;                                             ;;2014/06/11 10:40:48.465
9;1;                                             ;;2014/06/11 10:40:48.465
22;1;                                             ;;2014/06/11 10:40:48.465
6;1;                                             ;;2014/06/11 10:40:48.465
2;1;                                             ;;2014/06/11 10:40:48.465
4;1;                                             ;;2014/06/11 10:40:48.465
6;1;                                             ;;2014/06/11 10:40:48.465
14;1;                                             ;;2014/06/11 10:40:48.465
7;1;                                             ;;2014/06/11 10:40:48.465
7;1;                                             ;;2014/06/11 10:40:48.465
9;1;                                             ;;2014/06/11 10:40:48.465
52;1;                                             ;;2014/06/11 10:40:48.465
3;1;                                             ;;2014/06/11 10:40:48.465
3;1;                                             ;;2014/06/11 10:40:48.465
1;1;                                             ;;2014/06/11 10:40:48.465
0;1;                                             ;;2014/06/11 10:40:48.465
13;1;                                             ;;2014/06/11 10:40:48.465
12;1;                                             ;;2014/06/11 10:40:48.465
13;1;                                             ;;2014/06/11 10:40:48.465
27;1;                                             ;;2014/06/11 10:40:48.465
6;1;                                             ;;2014/06/11 10:40:48.465
21;1;                                             ;;2014/06/11 10:40:48.465
15;1;                                             ;;2014/06/11 10:40:48.465
11;1;                                             ;;2014/06/11 10:40:48.465
8;1;                                             ;;2014/06/11 10:40:48.465
21;1;                                             ;;2014/06/11 10:40:48.465
12;1;                                             ;;2014/06/11 10:40:48.465
46;1;                                             ;;2014/06/11 10:40:48.465
12;1;                                             ;;2014/06/11 10:40:48.465
44;1;                                             ;;2014/06/11 10:40:48.465
19;1;                                             ;;2014/06/11 10:40:48.465
2;1;                                             ;;2014/06/11 10:40:48.465
26;1;                                             ;;2014/06/11 10:40:48.465
5;1;                                             ;;2014/06/11 10:40:48.465
7;1;                                             ;;2014/06/11 10:40:48.465
4;1;                                             ;;2014/06/11 10:40:48.465
2;1;                                             ;;2014/06/11 10:40:48.465
48;1;                                             ;;2014/06/11 10:40:48.465
12;1;                                             ;;2014/06/11 10:40:48.465
2;1;                                             ;;2014/06/11 10:40:48.465
8;1;                                             ;;2014/06/11 10:40:48.465
12;1;                                             ;;2014/06/11 10:40:48.465
81;1;                                             ;;2014/06/11 10:40:48.465
1;1;                                             ;;2014/06/11 10:40:48.465
1;1;                                             ;;2014/06/11 10:40:48.465
8;1;                                             ;;2014/06/11 10:40:48.465
2;1;                                             ;;2014/06/11 10:40:48.465
5;1;                                             ;;2014/06/11 10:40:48.465
707;1;                                             ;;2014/06/11 10:40:48.465
42;1;                                             ;;2014/06/11 10:40:48.465
111;1;                                             ;;2014/06/11 10:40:48.465
80;1;                                             ;;2014/06/11 10:40:48.465
8;1;                                             ;;2014/06/11 10:40:48.465
9;1;                                             ;;2014/06/11 10:40:48.465
4;1;                                             ;;2014/06/11 10:40:48.465
9;1;                                             ;;2014/06/11 10:40:48.465
94;1;                                             ;;2014/06/11 10:40:48.465
5;1;                                             ;;2014/06/11 10:40:48.465
85;1;                                             ;;2014/06/11 10:40:48.465
18;1;                                             ;;2014/06/11 10:40:48.465
83;1;                                             ;;2014/06/11 10:40:48.465
6;1;                                             ;;2014/06/11 10:40:48.465
137;1;                                             ;;2014/06/11 10:40:48.465
31;1;                                             ;;2014/06/11 10:40:48.465
14;1;                                             ;;2014/06/11 10:40:48.465
4;1;                                             ;;2014/06/11 10:40:48.465
2;1;                                             ;;2014/06/11 10:40:48.465
1;1;                                             ;;2014/06/11 10:40:48.465
7;1;                                             ;;2014/06/11 10:40:48.465
41;1;                                             ;;2014/06/11 10:40:48.465
21;1;                                             ;;2014/06/11 10:40:48.465
9;1;                                             ;;2014/06/11 10:40:48.465
7;1;                                             ;;2014/06/11 10:40:48.465
2;1;                                             ;;2014/06/11 10:40:48.465
0;1;                                             ;;2014/06/11 10:40:48.465
178;1;                                             ;;2014/06/11 10:40:48.465
1;1;                                             ;;2014/06/11 10:40:48.465
4;1;                                             ;;2014/06/11 10:40:48.465
17;1;                                             ;;2014/06/11 10:40:48.465
48;1;                                             ;;2014/06/11 10:40:48.465
5;1;                                             ;;2014/06/11 10:40:48.465
32;1;                                             ;;2014/06/11 10:40:48.465
21;1;                                             ;;2014/06/11 10:40:48.465
10;1;                                             ;;2014/06/11 10:40:48.465
50;1;                                             ;;2014/06/11 10:40:48.465
10;1;                                             ;;2014/06/11 10:40:48.465
15;1;                                             ;;2014/06/11 10:40:48.465
21;1;                                             ;;2014/06/11 10:40:48.465
650;1;                                             ;;2014/06/11 10:40:48.465
11;1;                                             ;;2014/06/11 10:40:48.465
6;1;                                             ;;2014/06/11 10:40:48.465
3;1;                                             ;;2014/06/11 10:40:48.465
16;1;                                             ;;2014/06/11 10:40:48.465
7;1;                                             ;;2014/06/11 10:40:48.465
34;1;                                             ;;2014/06/11 10:40:48.465
6;1;                                             ;;2014/06/11 10:40:48.465
14;1;                                             ;;2014/06/11 10:40:48.465
34;1;                                             ;;2014/06/11 10:40:48.465
3;1;                                             ;;2014/06/11 10:40:48.465
10;1;                                             ;;2014/06/11 10:40:48.465
29;1;                                             ;;2014/06/11 10:40:48.465
16;1;                                             ;;2014/06/11 10:40:48.465
1;1;                                             ;;2014/06/11 10:40:48.465
207;1;                                             ;;2014/06/11 10:40:48.465
4;1;                                             ;;2014/06/11 10:40:48.465
2;1;                                             ;;2014/06/11 10:40:48.465
14;1;                                             ;;2014/06/11 10:40:48.465
4;1;                                             ;;2014/06/11 10:40:48.465
45;1;                                             ;;2014/06/11 10:40:48.465
25;1;                                             ;;2014/06/11 10:40:48.465
36;1;                                             ;;2014/06/11 10:40:48.465
3;1;                                             ;;2014/06/11 10:40:48.465
6;1;                                             ;;2014/06/11 10:40:48.465
10;1;                                             ;;2014/06/11 10:40:48.465
74;1;                                             ;;2014/06/11 10:40:48.465
3;1;                                             ;;2014/06/11 10:40:48.465
97;1;                                             ;;2014/06/11 10:40:48.465
1;1;                                             ;;2014/06/11 10:40:48.465
5;1;                                             ;;2014/06/11 10:40:48.465
8;1;                                             ;;2014/06/11 10:40:48.465
3;1;                                             ;;2014/06/11 10:40:48.465
3;1;                                             ;;2014/06/11 10:40:48.465
5;1;                                             ;;2014/06/11 10:40:48.465
32;1;                                             ;;2014/06/11 10:40:48.465
6;1;                                             ;;2014/06/11 10:40:48.465
31;1;                                             ;;2014/06/11 10:40:48.465
6;1;                                             ;;2014/06/11 10:40:48.465
8;1;                                             ;;2014/06/11 10:40:48.465
15;1;                                             ;;2014/06/11 10:40:48.465
1;1;                                             ;;2014/06/11 10:40:48.465
39;1;                                             ;;2014/06/11 10:40:48.465
31;1;                                             ;;2014/06/11 10:40:48.465
20;1;                                             ;;2014/06/11 10:40:48.465
4;1;                                             ;;2014/06/11 10:40:48.465
4;1;                                             ;;2014/06/11 10:40:48.465
9;1;                                             ;;2014/06/11 10:40:48.465
6;1;                                             ;;2014/06/11 10:40:48.465
52;1;                                             ;;2014/06/11 10:40:48.465
9;1;                                             ;;2014/06/11 10:40:48.465
7;1;                                             ;;2014/06/11 10:40:48.465
4;1;                                             ;;2014/06/11 10:40:48.465
9;1;                                             ;;2014/06/11 10:40:48.465
13;1;                                             ;;2014/06/11 10:40:48.465
30;1;                                             ;;2014/06/11 10:40:48.465
15;1;                                             ;;2014/06/11 10:40:48.465
8;1;                                             ;;2014/06/11 10:40:48.465
3;1;                                             ;;2014/06/11 10:40:48.465
116;1;                                             ;;2014/06/11 10:40:48.465
13;1;                                             ;;2014/06/11 10:40:48.465
9;1;                                             ;;2014/06/11 10:40:48.465
430;1;                                             ;;2014/06/11 10:40:48.465
61;1;                                             ;;2014/06/11 10:40:48.465
56;1;                                             ;;2014/06/11 10:40:48.465
26;1;                                             ;;2014/06/11 10:40:48.465
8;1;                                             ;;2014/06/11 10:40:48.465
283;1;                                             ;;2014/06/11 10:40:48.465
49;1;                                             ;;2014/06/11 10:40:48.465
2;1;                                             ;;2014/06/11 10:40:48.465
122;1;                                             ;;2014/06/11 10:40:48.465
60;1;                                             ;;2014/06/11 10:40:48.465
10;1;                                             ;;2014/06/11 10:40:48.465
10;1;                                             ;;2014/06/11 10:40:48.465
92;1;                                             ;;2014/06/11 10:40:48.465
26;1;                                             ;;2014/06/11 10:40:48.465
9;1;                                             ;;2014/06/11 10:40:48.465
5;1;                                             ;;2014/06/11 10:40:48.465
383;1;                                             ;;2014/06/11 10:40:48.465
0;1;                                             ;;2014/06/11 10:40:48.465
21;1;                                             ;;2014/06/11 10:40:48.465
1;1;                                             ;;2014/06/11 10:40:48.465
21;1;                                             ;;2014/06/11 10:40:48.465
0;1;                                             ;;2014/06/11 10:40:48.465
0;1;                                             ;;2014/06/11 10:40:48.465
0;1;                                             ;;2014/06/11 10:40:48.465
7;1;                                             ;;2014/06/11 10:40:48.465
9;1;                                             ;;2014/06/11 10:40:48.465
4;1;                                             ;;2014/06/11 10:40:48.465
13;1;                                             ;;2014/06/11 10:40:48.465
2;1;                                             ;;2014/06/11 10:40:48.465
8;1;                                             ;;2014/06/11 10:40:48.465
216;1;                                             ;;2014/06/11 10:40:48.465
3;1;                                             ;;2014/06/11 10:40:48.465
4;1;                                             ;;2014/06/11 10:40:48.465
9;1;                                             ;;2014/06/11 10:40:48.465
0;1;                                             ;;2014/06/11 10:40:48.465
53;1;                                             ;;2014/06/11 10:40:48.465
1782;1;                                             ;;2014/06/11 10:40:48.465
550;1;                                             ;;2014/06/11 10:40:48.465
2;1;                                             ;;2014/06/11 10:40:48.465
627;1;                                             ;;2014/06/11 10:40:48.465
2;1;                                             ;;2014/06/11 10:40:48.465
35;1;                                             ;;2014/06/11 10:40:48.465
27;1;                                             ;;2014/06/11 10:40:48.465
3;1;                                             ;;2014/06/11 10:40:48.465
60;1;                                             ;;2014/06/11 10:40:48.465
400;1;                                             ;;2014/06/11 10:40:48.465
2;1;                                             ;;2014/06/11 10:40:48.465
77;1;                                             ;;2014/06/11 10:40:48.465
82;1;                                             ;;2014/06/11 10:40:48.465
127;1;                                             ;;2014/06/11 10:40:48.465
365;1;                                             ;;2014/06/11 10:40:48.465
25;1;                                             ;;2014/06/11 10:40:48.465
35;1;                                             ;;2014/06/11 10:40:48.465
69;1;                                             ;;2014/06/11 10:40:48.465
0;1;                                             ;;2014/06/11 10:40:48.465
282;1;                                             ;;2014/06/11 10:40:48.465
89;1;                                             ;;2014/06/11 10:40:48.465
23;1;                                             ;;2014/06/11 10:40:48.465
39;1;                                             ;;2014/06/11 10:40:48.465
113;1;                                             ;;2014/06/11 10:40:48.465
2;1;                                             ;;2014/06/11 10:40:48.465
5;1;                                             ;;2014/06/11 10:40:48.465
0;1;                                             ;;2014/06/11 10:40:48.465
12;1;                                             ;;2014/06/11 10:40:48.465
16;1;                                             ;;2014/06/11 10:40:48.465
113;1;                                             ;;2014/06/11 10:40:48.465
3;1;                                             ;;2014/06/11 10:40:48.465
142;1;                                             ;;2014/06/11 10:40:48.465
42;1;                                             ;;2014/06/11 10:40:48.465
49;1;                                             ;;2014/06/11 10:40:48.465
3;1;                                             ;;2014/06/11 10:40:48.465
28;1;                                             ;;2014/06/11 10:40:48.465
34;1;                                             ;;2014/06/11 10:40:48.465
31;1;                                             ;;2014/06/11 10:40:48.465
5;1;                                             ;;2014/06/11 10:40:48.465
8;1;                                             ;;2014/06/11 10:40:48.465
151;1;                                             ;;2014/06/11 10:40:48.465
124;1;                                             ;;2014/06/11 10:40:48.465
3;1;                                             ;;2014/06/11 10:40:48.465
434;1;                                             ;;2014/06/11 10:40:48.465
50;1;                                             ;;2014/06/11 10:40:48.465
24;1;                                             ;;2014/06/11 10:40:48.465
20;1;                                             ;;2014/06/11 10:40:48.465
133;1;                                             ;;2014/06/11 10:40:48.465
345;1;                                             ;;2014/06/11 10:40:48.465
35;1;                                             ;;2014/06/11 10:40:48.465
87;1;                                             ;;2014/06/11 10:40:48.465
27;1;                                             ;;2014/06/11 10:40:48.465
14;1;                                             ;;2014/06/11 10:40:48.465
7;1;                                             ;;2014/06/11 10:40:48.465
19;1;                                             ;;2014/06/11 10:40:48.465
22;1;                                             ;;2014/06/11 10:40:48.465
26;1;                                             ;;2014/06/11 10:40:48.465
11;1;                                             ;;2014/06/11 10:40:48.465
7;1;                                             ;;2014/06/11 10:40:48.465
234;1;                                             ;;2014/06/11 10:40:48.465
31;1;                                             ;;2014/06/11 10:40:48.465
23;1;                                             ;;2014/06/11 10:40:48.465
21;1;                                             ;;2014/06/11 10:40:48.465
76;1;                                             ;;2014/06/11 10:40:48.465
5;1;                                             ;;2014/06/11 10:40:48.465
16;1;                                             ;;2014/06/11 10:40:48.465
6;1;                                             ;;2014/06/11 10:40:48.465
12;1;                                             ;;2014/06/11 10:40:48.465
5;1;                                             ;;2014/06/11 10:40:48.465
24;1;                                             ;;2014/06/11 10:40:48.465
20;1;                                             ;;2014/06/11 10:40:48.465
13;1;                                             ;;2014/06/11 10:40:48.465
19;1;                                             ;;2014/06/11 10:40:48.465
62;1;                                             ;;2014/06/11 10:40:48.465
10;1;                                             ;;2014/06/11 10:40:48.465
2;1;                                             ;;2014/06/11 10:40:48.465
2;1;                                             ;;2014/06/11 10:40:48.465
4;1;                                             ;;2014/06/11 10:40:48.465
59;1;                                             ;;2014/06/11 10:40:48.465
12;1;                                             ;;2014/06/11 10:40:48.465
29;1;                                             ;;2014/06/11 10:40:48.465
19;1;                                             ;;2014/06/11 10:40:48.465
4;1;                                             ;;2014/06/11 10:40:48.465
15;1;                                             ;;2014/06/11 10:40:48.465
567;1;                                             ;;2014/06/11 10:40:48.465
33;1;                                             ;;2014/06/11 10:40:48.465
15;1;                                             ;;2014/06/11 10:40:48.465
169;1;                                             ;;2014/06/11 10:40:48.465
5;1;                                             ;;2014/06/11 10:40:48.465
717;1;                                             ;;2014/06/11 10:40:48.465
42;1;                                             ;;2014/06/11 10:40:48.465
5;1;                                             ;;2014/06/11 10:40:48.465
92;1;                                             ;;2014/06/11 10:40:48.465
81;1;                                             ;;2014/06/11 10:40:48.465
294;1;                                             ;;2014/06/11 10:40:48.465
139;1;                                             ;;2014/06/11 10:40:48.465
13;1;                                             ;;2014/06/11 10:40:48.465
44;1;                                             ;;2014/06/11 10:40:48.465
5;1;                                             ;;2014/06/11 10:40:48.465
25;1;                                             ;;2014/06/11 10:40:48.465
30;1;                                             ;;2014/06/11 10:40:48.465
22;1;                                             ;;2014/06/11 10:40:48.465
48;1;                                             ;;2014/06/11 10:40:48.465
66;1;                                             ;;2014/06/11 10:40:48.465
31;1;                                             ;;2014/06/11 10:40:48.465
47;1;                                             ;;2014/06/11 10:40:48.465
54;1;                                             ;;2014/06/11 10:40:48.465
43;1;                                             ;;2014/06/11 10:40:48.465
60;1;                                             ;;2014/06/11 10:40:48.465
23;1;                                             ;;2014/06/11 10:40:48.465
3;1;                                             ;;2014/06/11 10:40:48.465
41;1;                                             ;;2014/06/11 10:40:48.465
19;1;                                             ;;2014/06/11 10:40:48.465
14;1;                                             ;;2014/06/11 10:40:48.465
21;1;                                             ;;2014/06/11 10:40:48.465
13;1;                                             ;;2014/06/11 10:40:48.465
26;1;                                             ;;2014/06/11 10:40:48.465
172;1;                                             ;;2014/06/11 10:40:48.465
149;1;                                             ;;2014/06/11 10:40:48.465
136;1;                                             ;;2014/06/11 10:40:48.465
7;1;                                             ;;2014/06/11 10:40:48.465
7;1;                                             ;;2014/06/11 10:40:48.465
398;1;                                             ;;2014/06/11 10:40:48.465
16;1;                                             ;;2014/06/11 10:40:48.465
64;1;                                             ;;2014/06/11 10:40:48.465
85;1;                                             ;;2014/06/11 10:40:48.465
37;1;                                             ;;2014/06/11 10:40:48.465
82;1;                                             ;;2014/06/11 10:40:48.465
